Car_ID,Brand,Model,Model_Ye,Kilometer,Fuel_Type,Transmiss,Owner_Ty,Engine_CC,Max_Pow,Mileage_k,Seats,Condition_Score,Accidents,Price_USD
ID_00267,Nissan,Rogue,2017,191304,Diesel,Automatic,First,2000,146,17.5,5,1,0,2000
ID_00268,Brilliance,V5,2020,19890,Diesel,Automatic,First,1200,115,17.6,5,6,0,7474
ID_00269,Alfa Romeo,4C,2011,8984,Hybrid,Manual,First,4000,272,15.3,7,2,0,2371
ID_00270,Subaru,Forester,2019,193268,Diesel,Automatic,First,1600,115,20.0,5,7,0,2000
ID_00271,Tesla,Model X,2018,80326,Petrol,Manual,Second,3000,259,10.6,2,8,0,12379
ID_00272,Saturn,Sky,2018,182821,Hybrid,Manual,First,1200,115,14.8,5,5,1,2000
ID_00273,Acura,NSX,2011,141307,Electric,Automatic,Second,4000,293,14.0,5,8,0,2000
ID_00274,Zotye,T600,2022,127284,Petrol,Automatic,Second,1200,87,15.3,5,10,0,4844
ID_00275,Cadillac,CTS,2016,78948,Hybrid,Automatic,First,4000,279,11.9,2,7,1,4740
ID_00276,Porsche,718,2013,165675,Electric,Manual,Second,3000,202,19.1,7,2,1,2000
ID_00277,Suzuki,Swift,2020,8216,Hybrid,Manual,First,1600,118,15.7,5,5,0,7230
ID_00278,Cadillac,XT4,2023,216276,Diesel,Manual,First,2000,133,19.3,5,10,0,17883
ID_00279,XPeng,G3,2021,21541,Hybrid,Automatic,First,1000,77,18.8,5,1,0,2000
ID_00280,Ora,Good Cat,2019,51343,Petrol,Automatic,First,1600,156,16.6,5,9,1,6576
ID_00281,Lucid,Air,2014,172524,Hybrid,Manual,First,1200,127,22.0,5,10,0,2000
ID_00282,Honda,Ridgeline,2013,128438,Hybrid,Manual,Second,2000,146,19.3,5,9,0,2000
ID_00283,Renault,Captur,2013,39102,Diesel,Automatic,First,1200,132,20.0,5,3,0,2000
ID_00284,Hummer,H1,2023,127564,Diesel,Automatic,Third,1000,62,14.2,5,10,0,13576
ID_00285,Ram,1500,2020,193697,Diesel,Automatic,First,1000,107,21.0,5,10,0,2000
ID_00286,Hyundai,Elantra,2017,197501,Petrol,Manual,First,2000,146,19.3,5,8,0,2000
ID_00287,Brilliance,V3,2011,99980,Hybrid,Manual,First,1600,158,18.7,5,5,0,2000
ID_00288,Ora,Good Cat,2017,106440,Electric,Manual,First,1600,125,17.5,5,3,0,2000
ID_00289,Opel,Astra,2020,114992,Petrol,Automatic,Third,1000,101,18.5,5,3,1,2000
ID_00290,Opel,Corsa,2021,197557,Petrol,Manual,First,1600,128,17.5,5,5,0,4063
ID_00291,Volvo,XC90,2021,195973,Diesel,Automatic,Second,4000,284,12.9,2,7,1,13958
ID_00292,Dongfeng,S30,2017,134886,Petrol,Manual,First,1600,105,14.2,5,2,0,2000
ID_00293,Cupra,Tavascan,2015,46462,Diesel,Manual,First,1000,97,18.8,5,9,0,5874
ID_00294,Lincoln,Nautilus,2015,66974,Petrol,Automatic,First,3000,228,15.4,5,1,0,2000
ID_00295,Polestar,Polestar 2,2015,46829,Petrol,Automatic,First,2000,177,14.6,5,7,0,4272
ID_00296,Wuling,Hongguang Mini EV,2022,154540,Petrol,Manual,First,1600,121,19.3,5,7,0,3130
ID_00297,Lada,Granta,2017,127754,Electric,Manual,First,1000,118,11.3,5,4,0,2000
ID_00298,Great Wall,Poer,2011,154488,Petrol,Manual,First,1000,87,12.1,5,5,1,2000
ID_00299,BMW,M4,2020,208390,Electric,Manual,First,4000,318,13.4,2,7,0,9995
ID_00300,Seat,Ateca,2022,192826,Petrol,Manual,First,1600,145,21.7,5,5,0,4740
ID_00301,Cupra,Leon,2016,210714,Petrol,Automatic,Second,1000,91,12.7,5,2,0,2000
ID_00302,Brilliance,V3,2017,164987,Hybrid,Automatic,Third,2000,177,17.4,5,2,0,2000
ID_00303,Seat,Arona,2016,214459,Petrol,Manual,First,2000,178,12.3,5,6,0,2000
ID_00304,Dongfeng,T5,2016,213765,Electric,Manual,First,1600,128,17.2,5,6,0,2000
ID_00305,Porsche,718,2011,128585,Diesel,Automatic,First,1200,113,11.7,5,10,0,6967
ID_00306,Wuling,Almaz,2024,107082,Electric,Automatic,Second,1600,129,12.7,5,9,0,16029
ID_00307,Ram,3500,2018,118596,Hybrid,Automatic,First,1600,139,14.7,5,5,0,3481
ID_00308,Mitsubishi,Outlander,2020,128770,Hybrid,Manual,First,1200,85,11.1,5,6,0,3260
ID_00309,JAC,SEI4,2010,118512,Diesel,Automatic,Second,1200,114,19.0,5,1,0,2000
ID_00310,Brilliance,V5,2016,147850,Diesel,Manual,First,1000,81,15.3,5,4,0,2000
ID_00311,Ford,Expedition,2024,182172,Hybrid,Manual,First,1200,92,15.7,5,8,0,5149
ID_00312,Honda,HR-V,2011,40235,Hybrid,Automatic,First,2000,184,15.4,5,1,0,2000
ID_00313,Subaru,Impreza,2024,144672,Hybrid,Manual,First,1600,146,21.4,5,5,1,3285
ID_00314,Ford,Focus,2010,133272,Petrol,Automatic,Second,2000,150,12.4,5,5,0,2000
ID_00315,Hummer,EV,2022,192108,Electric,Manual,Second,1000,73,14.4,5,2,0,2063
ID_00316,Porsche,Taycan,2021,165464,Electric,Manual,Second,2000,168,14.4,5,3,0,4608
ID_00317,Hyundai,Sonata,2011,108545,Diesel,Manual,First,1000,76,17.5,5,10,0,2000
ID_00318,Subaru,BRZ,2019,125388,Hybrid,Manual,First,1600,130,12.6,5,10,0,2591
ID_00319,BMW,X1,2024,194258,Electric,Manual,First,2000,178,10.2,5,10,1,23025
ID_00320,FAW,Bestune T77,2021,71714,Hybrid,Manual,First,1000,70,14.2,5,6,0,4034
ID_00321,Renault,Koleos,2022,62292,Hybrid,Automatic,Fourth & Above,2000,155,18.1,5,9,0,8010
ID_00322,Dodge,Challenger,2023,198351,Diesel,Manual,First,2000,133,11.0,5,1,1,2000
ID_00323,JAC,T8,2022,13603,Hybrid,Automatic,Second,1000,68,15.8,5,9,0,11098
ID_00324,Land Rover,Range Rover Evoque,2016,100824,Petrol,Automatic,First,2500,195,10.5,5,8,0,11455
ID_00325,GMC,Sierra,2019,47318,Electric,Manual,Second,1000,65,21.0,5,6,0,4776
ID_00326,Foton,Sauvana,2013,120976,Diesel,Manual,First,2000,144,10.1,5,4,0,2000
ID_00327,Kia,Forte,2020,184678,Petrol,Automatic,First,1600,157,18.0,5,6,0,2000
ID_00328,Renault,Captur,2023,110868,Diesel,Automatic,First,1200,125,18.8,5,6,1,5766
ID_00329,Hyundai,Accent,2024,120000,Petrol,Manual,First,1200,90,13.4,5,5,0,7857
ID_00330,Polestar,Polestar 2,2012,74267,Diesel,Automatic,First,1600,120,16.2,5,4,0,2000
ID_00331,Wuling,Almaz,2024,41578,Hybrid,Automatic,Second,1000,99,13.1,5,3,0,4405
ID_00332,MG,RX5,2016,19257,Electric,Manual,Second,2000,159,12.6,5,3,0,2000
ID_00333,Hyundai,Tucson,2018,181567,Diesel,Manual,First,1200,125,16.9,5,7,0,2685
ID_00334,Mitsubishi,ASX,2020,5586,Hybrid,Manual,First,2000,165,16.4,5,5,1,5672
ID_00335,Polestar,Polestar 2,2015,131300,Petrol,Manual,Second,1000,60,19.7,5,2,0,2000
ID_00336,Lada,Niva,2011,85885,Petrol,Manual,First,1000,70,20.8,5,7,0,2000
ID_00337,BMW,X3,2018,23477,Petrol,Automatic,Second,1600,105,12.3,5,8,0,14053
ID_00338,Ora,Black Cat,2019,55364,Petrol,Automatic,First,1000,72,20.2,5,9,0,5731
ID_00339,Nissan,Pathfinder,2019,173456,Petrol,Automatic,Second,1600,132,11.2,5,1,1,2000
ID_00340,Lada,Granta,2017,58821,Diesel,Manual,First,1200,121,15.0,5,4,1,2443
ID_00341,Haval,H6,2024,102583,Petrol,Manual,First,2000,148,22.0,5,1,0,2000
ID_00342,BMW,Serie 7,2011,215725,Hybrid,Automatic,Second,2500,222,14.6,5,9,0,2519
ID_00343,BMW,Serie 3,2018,116010,Hybrid,Manual,Second,4000,302,10.9,2,3,0,4358
ID_00344,Vauxhall,Insignia,2019,203503,Hybrid,Manual,Second,1000,105,12.4,5,4,0,2000
ID_00345,Volkswagen,Jetta,2012,118523,Diesel,Manual,First,1000,68,16.2,5,8,0,2000
ID_00346,Zotye,T600,2021,11854,Electric,Manual,Second,2000,145,19.3,5,2,0,2000
ID_00347,Abarth,595,2015,20472,Diesel,Automatic,First,1200,84,12.0,5,2,0,2000
ID_00348,Volkswagen,Amarok,2016,20176,Hybrid,Manual,First,2000,169,12.9,5,2,0,2000
ID_00349,Great Wall,Wingle 5,2014,192006,Diesel,Automatic,Third,1600,143,13.3,5,9,0,2000
ID_00350,Chevrolet,Tahoe,2023,144726,Electric,Automatic,First,1200,119,10.9,5,1,0,2000
ID_00351,MG,HS,2015,102059,Petrol,Automatic,First,2000,165,20.5,5,4,0,2000
ID_00352,SsangYong,Korando,2021,19271,Petrol,Automatic,Third,1200,97,16.4,5,9,0,9898
ID_00353,Geely,Emgrand,2019,192451,Diesel,Manual,Fourth & Above,1600,140,10.0,5,3,0,2000
ID_00354,Lucid,Air,2024,72603,Electric,Manual,First,1000,104,17.8,5,8,0,8391
ID_00355,Land Rover,Discovery,2015,148038,Electric,Manual,Second,3000,260,19.7,2,2,0,2405
ID_00356,JAC,SEI3,2012,213225,Electric,Automatic,Third,1000,69,21.8,5,2,1,2000
ID_00357,Brilliance,V3,2023,74778,Diesel,Manual,First,2000,143,10.0,5,1,0,2000
ID_00358,Skoda,Octavia,2023,191750,Petrol,Automatic,First,1200,133,16.0,5,1,1,2000
ID_00359,Volvo,XC90,2023,52460,Hybrid,Manual,First,4000,317,11.5,2,9,0,32699
ID_00360,Suzuki,Jimny,2017,60680,Diesel,Manual,Second,1200,95,15.5,5,1,1,2000
ID_00361,Geely,GX3,2017,96404,Electric,Automatic,First,2000,132,17.2,5,2,1,2000
ID_00362,MG,MG3,2013,55351,Petrol,Manual,First,1000,68,21.5,5,2,0,2000
ID_00363,Hummer,H3,2015,144561,Diesel,Automatic,Second,2000,143,17.4,5,6,0,2000
ID_00364,Renault,Duster,2018,6908,Diesel,Automatic,First,1000,94,19.2,5,6,0,4812
ID_00365,NIO,ES8,2013,218697,Diesel,Automatic,First,1000,75,18.3,5,10,0,2000
ID_00366,Kia,Telluride,2021,192107,Diesel,Automatic,Third,2000,173,10.1,5,5,1,2412
ID_00367,Zotye,SR9,2010,33585,Diesel,Manual,First,1200,124,14.1,5,10,0,4064
ID_00368,Vauxhall,Astra,2016,37978,Diesel,Manual,First,1000,96,18.8,5,5,0,2133
ID_00369,Volkswagen,Teramont,2024,82517,Electric,Manual,First,1000,68,12.8,5,6,0,5912
ID_00370,Polestar,Polestar 3,2023,74912,Hybrid,Manual,First,2000,130,15.2,5,3,0,3913
ID_00371,BAIC,X35,2011,45506,Diesel,Manual,First,1200,98,12.8,5,10,1,2000
ID_00372,Great Wall,Wingle 5,2015,1729,Diesel,Manual,First,1200,112,16.5,5,6,0,4942
ID_00373,Hyundai,IONIQ 6,2016,200582,Hybrid,Manual,Second,2000,143,20.9,5,5,0,2000
ID_00374,Mitsubishi,Outlander,2017,167086,Electric,Manual,Fourth & Above,1200,112,16.8,5,9,1,2000
ID_00375,Brilliance,V3,2019,15357,Electric,Manual,First,2000,135,10.5,5,10,0,7234
ID_00376,Peugeot,408,2010,196897,Hybrid,Manual,First,1000,89,17.1,5,5,0,2000
ID_00377,DS,DS7,2023,37560,Hybrid,Manual,First,1000,86,21.9,5,9,0,16959
ID_00378,Alfa Romeo,Giulia,2024,134920,Electric,Automatic,Third,1600,110,10.5,5,2,0,5512
ID_00379,Rivian,R1S,2011,174262,Electric,Manual,First,2000,137,10.9,5,3,0,2000
ID_00380,Mitsubishi,Lancer,2011,174303,Hybrid,Automatic,Second,2000,130,13.1,5,5,1,2000
ID_00381,Zotye,T600,2023,1607,Electric,Manual,Fourth & Above,1600,110,21.1,5,9,0,10961
ID_00382,Ora,Good Cat,2017,128582,Petrol,Manual,Second,2000,138,14.6,5,3,0,2000
ID_00383,Vauxhall,Corsa,2014,155652,Petrol,Manual,Third,1000,90,20.5,5,2,0,2000
ID_00384,Polestar,Polestar 2,2016,137503,Electric,Automatic,First,1600,131,19.0,5,4,0,2000
ID_00385,Lada,Niva,2019,177295,Diesel,Automatic,Second,1200,106,21.4,5,8,1,2000
ID_00386,Mitsubishi,Eclipse Cross,2011,130847,Diesel,Manual,Second,1200,75,11.7,5,7,0,2000
ID_00387,Opel,Astra,2013,113957,Hybrid,Manual,Second,1600,136,14.5,5,5,0,2000
ID_00388,Hyundai,Elantra,2024,172887,Electric,Automatic,First,2000,141,12.1,5,1,0,2000
ID_00389,BYD,Yuan Plus,2023,20562,Electric,Manual,Second,1200,105,19.1,5,9,1,7680
ID_00390,Opel,Mokka,2016,85887,Electric,Manual,First,1000,102,12.8,5,5,0,2735
ID_00391,Zotye,SR9,2020,73188,Electric,Automatic,First,1600,137,19.5,5,1,1,2000
ID_00392,Skoda,Kamiq,2021,112412,Petrol,Automatic,First,1000,77,14.1,5,6,0,4187
ID_00393,Rivian,R1S,2024,169188,Electric,Manual,Second,1600,130,17.8,5,6,0,4164
ID_00394,Hyundai,Elantra,2017,156917,Hybrid,Manual,Third,2000,145,13.8,5,9,0,2000
ID_00395,Opel,Corsa,2016,73305,Petrol,Automatic,First,2000,183,10.6,5,9,1,2000
ID_00396,Changan,CS55,2020,813,Diesel,Manual,First,1200,91,20.8,5,1,1,2000
ID_00397,Kia,Forte,2010,96518,Electric,Manual,First,2000,152,21.2,5,7,1,2000
ID_00398,Geely,GX3,2022,60997,Petrol,Automatic,First,1000,88,16.5,5,5,0,7433
ID_00399,Honda,Pilot,2018,208956,Diesel,Automatic,Second,1200,104,16.0,5,3,0,2000
ID_00400,Dodge,Journey,2016,76604,Petrol,Manual,First,1000,87,20.5,5,7,0,4737
ID_00401,Lada,Niva,2021,108094,Electric,Manual,First,1200,86,10.6,5,7,0,8106
ID_00402,Great Wall,Poer,2011,212438,Hybrid,Automatic,First,1600,109,17.4,5,5,0,2000
ID_00403,Changan,CS55,2017,80326,Hybrid,Manual,Second,1200,134,10.8,5,10,0,2676
ID_00404,Mazda,Mazda 6,2011,138285,Petrol,Automatic,Second,1600,148,12.9,5,7,0,2000
ID_00405,Jeep,Wrangler,2015,206300,Petrol,Automatic,Second,3000,238,15.8,5,10,0,6488
ID_00406,Dongfeng,T5,2024,149744,Electric,Manual,First,1600,155,18.9,5,6,0,6935
ID_00407,Changan,UNI-T,2020,78772,Diesel,Manual,First,1600,117,10.2,5,10,0,8653
ID_00408,Mazda,CX-50,2023,83364,Hybrid,Manual,First,2000,174,12.2,5,3,0,5264
ID_00409,Land Rover,Range Rover Sport,2020,184291,Electric,Manual,First,4000,290,20.3,7,8,0,11702
ID_00410,Hyundai,Kona,2023,20852,Petrol,Automatic,Second,1200,102,20.8,5,7,0,8956
ID_00411,Subaru,Impreza,2017,112062,Hybrid,Automatic,First,1600,104,21.5,5,1,1,2000
ID_00412,Mitsubishi,Montero,2024,1211,Hybrid,Manual,Second,1000,96,17.7,5,1,0,2034
ID_00413,Honda,Ridgeline,2020,176094,Hybrid,Automatic,First,1600,103,18.6,5,2,0,2000
ID_00414,Foton,Tunland,2021,140680,Petrol,Manual,Third,2000,133,13.1,5,2,0,2000
ID_00415,Kia,Carnival,2023,192446,Diesel,Automatic,First,1600,112,14.5,5,10,0,3970
ID_00416,NIO,ET5,2020,74589,Petrol,Manual,First,1600,134,18.3,5,1,0,2000
ID_00417,Changan,CS75,2014,191215,Hybrid,Automatic,Fourth & Above,1200,84,20.0,5,8,0,2000
ID_00418,GMC,Terrain,2016,155290,Diesel,Manual,First,1200,81,11.7,5,2,0,2000
ID_00419,Subaru,BRZ,2013,57813,Electric,Automatic,First,1600,131,13.6,5,8,0,2146
ID_00420,Foton,Sauvana,2019,159027,Hybrid,Automatic,Fourth & Above,1200,126,11.2,5,5,0,2548
ID_00421,Opel,Corsa,2010,138336,Electric,Manual,First,1600,118,16.4,5,3,0,2000
ID_00422,JAC,SEI4,2021,157403,Electric,Automatic,First,1000,61,13.0,5,6,0,2865
ID_00423,NIO,ES8,2020,153729,Diesel,Automatic,Third,2000,179,15.7,5,10,0,4453
ID_00424,Genesis,G80,2014,72712,Diesel,Manual,Second,3000,249,21.9,7,10,0,12351
ID_00425,DS,DS7,2013,153091,Diesel,Automatic,First,1000,94,12.1,5,9,0,2000
ID_00426,Nissan,Frontier,2020,10413,Petrol,Manual,First,2000,138,13.3,5,8,1,6642
ID_00427,Seat,Ibiza,2021,32380,Petrol,Automatic,First,1200,87,19.2,5,4,0,6165
ID_00428,Jeep,Wagoneer,2011,184122,Petrol,Manual,Third,2500,205,10.0,5,1,0,2000
ID_00429,Lincoln,Corsair,2015,102705,Petrol,Automatic,First,4000,303,12.9,5,4,1,3117
ID_00430,Brilliance,V3,2022,5385,Hybrid,Manual,First,1200,109,17.0,5,5,0,9783
ID_00431,SsangYong,Tivoli,2014,5018,Petrol,Automatic,Third,1600,137,14.7,5,4,0,2408
ID_00432,Toyota,Camry,2015,216367,Hybrid,Automatic,First,1600,134,11.5,5,5,1,2000
ID_00433,Zotye,SR9,2019,134019,Diesel,Automatic,First,1200,118,12.6,5,5,1,2000
ID_00434,BMW,X5,2012,169094,Petrol,Manual,First,2000,133,11.0,5,5,0,2000
ID_00435,XPeng,G9,2010,122938,Petrol,Automatic,First,1200,121,16.2,5,5,0,2000
ID_00436,Skoda,Kamiq,2020,131363,Electric,Automatic,First,1600,115,17.0,5,7,0,5157
ID_00437,JAC,SEI2,2023,165448,Hybrid,Automatic,First,1200,88,18.2,5,6,0,7973
ID_00438,GMC,Yukon,2019,22679,Hybrid,Automatic,First,1000,65,12.1,5,8,1,5272
ID_00439,BMW,X3,2013,195039,Hybrid,Manual,Second,1200,80,15.0,5,1,0,2000
ID_00440,Mitsubishi,Eclipse Cross,2016,121481,Hybrid,Manual,First,2000,160,19.1,5,8,0,2000
ID_00441,Foton,Sauvana,2012,54311,Diesel,Manual,First,1000,64,16.8,5,2,0,2000
ID_00442,Polestar,Polestar 2,2022,189860,Diesel,Automatic,Second,2000,158,15.9,5,10,0,4616
ID_00443,DS,DS4,2020,149495,Hybrid,Automatic,Second,1200,92,10.4,5,3,0,2243
ID_00444,Lincoln,Aviator,2019,176024,Electric,Manual,First,3000,210,10.6,2,4,1,4990
ID_00445,Ram,1500,2023,22181,Hybrid,Automatic,First,1000,95,15.0,5,2,0,3436
ID_00446,Honda,Passport,2012,24655,Hybrid,Manual,Third,2000,157,21.1,5,6,0,3418
ID_00447,Dodge,Journey,2015,60652,Petrol,Automatic,First,1000,63,16.9,5,10,1,4198
ID_00448,Wuling,Hongguang Mini EV,2011,54892,Hybrid,Automatic,First,1600,102,21.3,5,8,0,2000
ID_00449,Honda,ZRV,2018,91275,Diesel,Manual,First,1600,144,13.9,5,7,0,5342
ID_00450,Mazda,Mazda 6,2020,6232,Petrol,Manual,First,1000,109,14.5,5,4,0,5447
ID_00451,Land Rover,Range Rover Sport,2013,173302,Hybrid,Automatic,First,1200,77,18.6,5,6,0,4266
ID_00452,Saturn,Sky,2010,197868,Hybrid,Automatic,First,1000,108,13.8,5,2,0,2000
ID_00453,Land Rover,Defender,2023,212353,Diesel,Manual,Second,1600,145,17.4,5,5,0,11153
ID_00454,Seat,Arona,2022,89759,Diesel,Manual,Second,1600,155,18.2,5,7,0,9562
ID_00455,Abarth,595,2016,19295,Diesel,Automatic,First,1200,77,13.8,5,6,1,2930
ID_00456,Ora,Black Cat,2016,210814,Electric,Automatic,First,1000,93,11.6,5,7,0,2000
ID_00457,Infiniti,QX60,2015,99393,Electric,Automatic,First,1600,132,15.0,5,4,0,3106
ID_00458,Vauxhall,Insignia,2015,98571,Petrol,Automatic,First,1000,120,14.4,5,6,0,2000
ID_00459,Dongfeng,AX7,2021,182283,Diesel,Manual,Second,1000,67,21.4,5,6,0,2000
ID_00460,Acura,ILX,2024,86528,Electric,Automatic,Fourth & Above,2000,159,16.6,5,3,0,11442
ID_00461,Abarth,695,2021,197202,Petrol,Manual,Second,1000,67,10.7,5,4,0,2978
ID_00462,NIO,ET5,2012,198909,Hybrid,Automatic,First,1200,84,16.0,5,10,1,2000
ID_00463,Dongfeng,AX7,2013,64644,Hybrid,Manual,Second,1000,73,18.2,5,3,0,2000
ID_00464,Hummer,H3,2019,154572,Petrol,Manual,First,2000,182,10.3,5,3,0,2000
ID_00465,Hyundai,Tucson,2019,172086,Petrol,Manual,First,1000,62,13.6,5,7,0,2587
ID_00466,Alfa Romeo,Stelvio,2010,30149,Hybrid,Manual,Second,2000,172,17.6,5,8,1,5307
ID_00467,Renault,Koleos,2016,133137,Hybrid,Automatic,First,1600,124,12.5,5,7,0,2000
ID_00468,Jeep,Gladiator,2020,64127,Petrol,Automatic,First,1200,75,21.2,5,2,0,3626
ID_00469,Infiniti,QX60,2012,174997,Diesel,Manual,First,2000,173,16.4,5,5,0,2000
ID_00470,Nissan,Rogue,2023,94926,Hybrid,Manual,First,1000,105,10.1,5,2,1,2000
ID_00471,Ram,ProMaster,2019,212611,Hybrid,Automatic,First,2000,183,16.5,5,3,0,2000
ID_00472,Saturn,Ion,2013,206449,Electric,Manual,First,1600,157,14.0,5,7,0,2000
ID_00473,Changan,UNI-T,2010,197682,Petrol,Manual,First,1000,118,12.8,5,4,0,2000
ID_00474,Opel,Mokka,2014,77858,Hybrid,Manual,First,1600,114,15.2,5,9,0,3674
ID_00475,Nissan,Rogue,2023,26181,Petrol,Manual,Third,1000,112,14.6,5,5,0,5832
ID_00476,Land Rover,Discovery,2013,58610,Petrol,Automatic,Second,1200,120,14.0,5,9,0,6609
ID_00477,Abarth,695,2014,206845,Hybrid,Automatic,Fourth & Above,1200,133,15.1,5,9,0,2000
ID_00478,JAC,SEI3,2017,203310,Diesel,Automatic,Second,1200,94,11.5,5,7,0,2000
ID_00479,Lincoln,Nautilus,2015,138814,Petrol,Manual,First,2000,155,13.9,5,1,0,2000
ID_00480,Volvo,XC40,2018,35228,Petrol,Manual,Second,1600,131,11.9,5,4,1,7539
ID_00481,Infiniti,Q50,2016,57878,Electric,Manual,First,2000,176,19.8,5,1,1,2000
ID_00482,DS,DS3,2024,9793,Hybrid,Automatic,First,1200,99,14.3,5,10,0,13364
ID_00483,Ram,ProMaster,2024,24797,Diesel,Automatic,First,1200,97,21.5,5,8,0,16354
ID_00484,Nissan,Altima,2024,166160,Hybrid,Automatic,First,1200,77,18.7,5,7,0,5844
ID_00485,Dongfeng,S30,2018,171370,Electric,Manual,Third,1000,96,13.5,5,10,0,2000
ID_00486,Chevrolet,Suburban,2010,102829,Petrol,Automatic,First,1200,116,14.9,5,4,0,2000
ID_00487,Rivian,R1S,2012,99385,Diesel,Automatic,First,2000,190,15.7,5,9,0,2000
ID_00488,Audi,A6,2020,150109,Petrol,Manual,Third,4000,283,21.3,5,7,0,18038
ID_00489,Mazda,CX-50,2016,191141,Hybrid,Manual,First,1000,95,13.0,5,6,0,2000
ID_00490,Foton,Tunland,2018,58037,Diesel,Automatic,Fourth & Above,1600,107,19.0,5,8,0,6747
ID_00491,Jeep,Renegade,2019,197159,Petrol,Automatic,First,1600,130,12.6,5,7,0,14743
ID_00492,Vauxhall,Corsa,2020,87663,Diesel,Automatic,First,1200,118,14.0,5,3,0,3366
ID_00493,Zotye,SR9,2017,141920,Hybrid,Automatic,First,2000,133,14.4,5,5,0,2000
ID_00494,Opel,Astra,2019,69485,Hybrid,Manual,First,1600,103,12.2,5,8,0,5753
ID_00495,Lada,Niva,2011,159729,Hybrid,Manual,First,1000,75,11.3,5,5,0,2000
ID_00496,Zotye,T600,2021,169793,Electric,Manual,Second,1200,127,21.0,5,7,0,4199
ID_00497,Wuling,Almaz,2019,155472,Diesel,Manual,Third,1200,117,16.1,5,10,0,2000
ID_00498,Vauxhall,Insignia,2020,173121,Hybrid,Manual,Third,1200,133,15.4,5,3,0,2000
ID_00499,Changan,CS75,2020,45178,Petrol,Automatic,First,1000,82,10.5,5,1,0,2000
ID_00500,Tesla,Cybertruck,2018,214606,Hybrid,Automatic,First,3000,231,20.2,2,7,0,9096
ID_00501,Volkswagen,Virtus,2022,69946,Diesel,Manual,Fourth & Above,1600,109,10.7,5,3,0,4964
ID_00502,Infiniti,QX50,2014,45509,Hybrid,Automatic,First,4000,312,18.7,7,4,0,5825
ID_00503,Infiniti,Q60,2018,59842,Electric,Automatic,First,2000,142,11.2,5,9,0,21418
ID_00504,Vauxhall,Insignia,2014,52370,Petrol,Automatic,Second,1200,117,10.6,5,8,0,3474
ID_00505,BAIC,BJ40,2016,57695,Diesel,Automatic,Second,1000,73,10.2,5,7,0,5306
ID_00506,Honda,HR-V,2012,48066,Diesel,Automatic,First,2000,178,21.5,5,8,0,2698
ID_00507,XPeng,G9,2020,145775,Hybrid,Automatic,First,1000,119,20.6,5,9,0,5482
ID_00508,XPeng,G3,2019,93848,Diesel,Manual,Third,1200,84,16.8,5,6,0,2650
ID_00509,Kia,Stinger,2010,172852,Petrol,Automatic,First,2000,136,20.1,5,10,0,2000
ID_00510,Tesla,Model 3,2020,9401,Electric,Automatic,First,4000,275,21.9,2,9,1,17061
ID_00511,Foton,Tunland,2023,173158,Hybrid,Automatic,First,1000,96,17.6,5,1,1,2000
ID_00512,Vauxhall,Corsa,2018,93074,Hybrid,Automatic,First,1200,124,17.5,5,9,0,6034
ID_00513,Opel,Astra,2010,193471,Diesel,Automatic,Second,1600,121,15.4,5,1,0,2000
ID_00514,Chevrolet,Spark,2011,62936,Petrol,Manual,First,2000,141,14.2,5,5,0,2000
ID_00515,GMC,Canyon,2019,66736,Electric,Manual,Third,1000,109,20.4,5,7,0,3395
ID_00516,XPeng,P7,2018,66942,Diesel,Automatic,First,1000,101,15.6,5,8,0,5142
ID_00517,Subaru,Outback,2017,95219,Hybrid,Automatic,Second,1000,119,12.1,5,5,0,2000
ID_00518,Skoda,Kodiaq,2015,20227,Electric,Automatic,Third,1000,87,20.3,5,5,0,3016
ID_00519,Lincoln,MKZ,2017,51430,Petrol,Manual,First,1600,117,17.7,5,10,0,14802
ID_00520,Polestar,Polestar 3,2014,200568,Diesel,Manual,Third,1000,81,12.8,5,8,0,2000
ID_00521,NIO,ES6,2023,178309,Diesel,Automatic,Second,1200,98,20.3,5,10,0,4040
ID_00522,XPeng,G9,2012,94846,Hybrid,Manual,First,2000,140,15.1,5,2,0,2000
ID_00523,MG,ZS,2020,146015,Hybrid,Automatic,Second,1000,84,18.0,5,3,0,2000
ID_00524,Volkswagen,Amarok,2021,109922,Hybrid,Automatic,First,1600,106,15.3,5,6,0,4882
ID_00525,Opel,Astra,2022,170459,Petrol,Manual,First,1200,111,14.0,5,1,0,2000
ID_00526,Lucid,Air,2012,182937,Petrol,Manual,First,1000,83,19.6,5,1,0,2000
ID_00527,NIO,ES8,2010,52042,Diesel,Manual,First,1000,62,18.1,5,10,0,2780
ID_00528,Alfa Romeo,Tonale,2010,119126,Petrol,Manual,Second,4000,276,18.4,7,4,0,2102
ID_00529,Opel,Grandland,2024,200684,Hybrid,Manual,First,2000,139,10.0,5,8,0,5024
ID_00530,Cadillac,ATS,2014,182030,Petrol,Manual,Fourth & Above,3000,221,20.1,2,3,0,2000
ID_00531,Volkswagen,ID.4,2014,18077,Hybrid,Manual,First,1000,108,10.8,5,4,0,2000
ID_00532,Infiniti,Q60,2016,102354,Hybrid,Manual,Third,2000,182,11.7,5,10,0,10534
ID_00533,Infiniti,QX50,2013,3335,Petrol,Manual,First,2500,200,13.3,5,6,0,7251
ID_00534,Ora,Black Cat,2016,141249,Hybrid,Automatic,First,2000,186,11.6,5,5,0,2000
